"","key","title","month","day","journal","issn","volume","issue","pages","authors","url","language","publisher","abstract","notes","doi","pubmed_id","pmc_id","keywords","year","location"
"58","rayyan-875295623","Interaction ofan domestic dog with an unknown person in a novel environment",NA,NA,"revista veterinaria","16684834 (ISSN)",31,2,"186-191","Cainzos, R. P. and Delgado, M. B. and Mansilla, S. L. and Koscinczuk, P.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105107305&doi=10.30972%2fVET.3124743&partnerID=40&md5=ba166e03c1e38d16921e3ad20a9323dd","Spanish",NA,"The domestic dog is able to adapt to new environments by changing their behaviour depending on the context. In this process, activation of the autonomic nervous system and the hypothalamic-pituitary-adrenal axis under the control of consciousness involved. The aim of this study was to evaluate the influence of the external environment (clinical practice) on the interaction of dog with an unknown man. This work was performed in a private clinical practice, for it were randomized 8 adults dogs, of both genders and different races who attended the clinic. Of these, only half knew the environment (population A), the other half unknown (population B). All were applied a communication test against an unknown person. They were shot 4 minutes with camcorder from an adjacent room of 9 m2 window. Then focal and continuous observation of each animal was performed, recording the following variables: eye contact (frequency), latency approach and stay near the unknown (in seconds). For statistical analysis t-test was applied to check the distribution of the means of the two populations (A and B). This test showed no significant difference (p > 0.05) behaviour responses between the two groups (known versus unknown environment). However, there was a trend of more frequent eye contact with the person who did not know the environment (mean = 6.00), compared with those who did know him (mean = 1.75) (p = 0.09), probably trying to start inter-specific communication faster with the human in a novel environment. When dogs attend the clinic as patients Consulting for the first time, the office environment is totally unknown: smells, sights, other dogs and people. In this unfamiliar environment, it is with human beings with whom he develops eye contact and touch to keep your sensory homeostasis, and thus achieve a balance back into behaviour homeostasis. © 2020 Universidad Nacional de Nordeste (UNNE). All rights reserved.","Export Date: 17 May 2022     Correspondence Address: Cainzos, R.P.; Dep.Clínicas, Cabral, Argentina; email: romicainzos@gmail.com | RAYYAN-INCLUSION: {""Kelsey""=>""Included""}","10.30972/VET.3124743",NA,NA,"Adaptation;Answers;Behavioral homeostasis;Canine;Environment;Interaction human-animal;Sensorial;adult;animal experiment;article;clinical practice;controlled study;dog;female;gender;homeostasis;human;male;nonhuman;odor;race;touch;Dogs",2020,"Dep.Clínicas, Facultad Ciencias Veterinarias, Univ. Nac. del Nordeste (UNNE), Cabral, Corrientes, 2139, Argentina"
"59","rayyan-875292921","Investigation of Physiological and Behavioral Responses in Dogs Participating in Animal-Assisted Therapy with Children Diagnosed with Attention-Deficit Hyperactivity Disorder",1,NA,"journal of applied animal welfare science","10888705",23,1,"10","Melco, Ashley L. and Goldman, Larry and Fine, Aubrey H. and Peralta, Jose M.","https://www.proquest.com/docview/2331385955?accountid=12753&bdid=17177&_bd=tLTTRt75bW7PyBlnAz5JNNCUMn8%3D",NA,NA,"This study evaluated the impact that participation in sessions with children with Attention-Deficit Hyperactivity Disorder (ADHD) has on therapy dogs. Nine certified therapy dogs were paired for 6 sessions with groups of 3-4 children. Sessions consisted of 5 different activities. Activities 1 and 5 involved interactions solely with each dog and their owner, as a control. Activities 2-4 consisted of interactions with the dogs and the children which included social skills training, dog training, and reading in the company of dogs. One-zero interval sampling of stress-associated behaviour was conducted at 20-second intervals for a 10-minute duration during each of the 5 activities. At the end of each activity, heart rate was monitored, and a saliva sample was obtained for cortisol analysis. Dogs demonstrated only occasional behaviour responses and no significant findings related to cortisol or heart rate when the different activities were compared. The results indicate that with proper supervision and well-trained therapy staff, including suitable therapy dogs and their handlers, canine stress can be minimal in a therapy setting.","10-28 | RAYYAN-INCLUSION: {""Kelsey""=>""Included""}",NA,NA,NA,"Attention Deficit Disorder with Hyperactivity;Dogs;Animals;Animal Shells",2020,"College of Veterinary Medicine, Western University of Health Sciences, Pomona, CA, USA.  Department of Psychology and Sociology, California State Polytechnic University, Pomona, CA, USA .  Department of Education, California State Polytechnic University, Pomona, CA, USA"
"60","rayyan-875295528","Movement and vocal intonation together evoke social referencing in companion dogs when confronted with a suspicious stranger",NA,NA,"animal cognition","14359448 (ISSN)",23,5,"913-924","Salamon, A. and Száraz, J. and Miklósi, Á and Gácsi, M.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085913570&doi=10.1007%2fs10071-020-01401-3&partnerID=40&md5=61238d9635d15f00a71ccfba933ec5d7","English",NA,"Dogs have been claimed to engage in social referencing by responding in a way that corresponded with their owners' reaction in some contexts. We aimed to assess how owners’ actions affect family dogs’ behaviour in two ambiguous lifelike situations. In Experiment 1, two groups were tested; in the suspicious owner (SO) group, owners behaviour suspiciously (N = 25), in the reassuring owner (RO) group, owners behaviour in a reassuring manner (N = 28) facing a ‘threatening stranger’. The sitting owners provided voice intonation and body posture changes as cues for the dogs when the stranger entered the room. Dogs looked longer at the owners and stayed longer near them in the SO group but their tendency to approach the stranger did not differ between the groups. Although the owners’ behaviour seemed to have relevant effects on dogs’ responses, we note that these looking and proximity seeking behaviour might also be explained by reactions to the owners’ behaviour alone. In Experiment 2, all dogs (N = 19) were tested in both the SO and RO conditions in a slightly different procedure. Depending on the condition, owners took one step forward/backward and spoke happily/worryingly. The procedural differences and the larger distance between the stranger and the owner allowed the dog more time to perceive the behaviour of both the stranger and the owner, which made the distinction between alternative explanations for the dogs’ behaviour easier to interpret. Dogs spent more time behind their owners in the SO condition and more dogs approached the stranger in the RO condition. Dogs’ avoidance of the stranger when the owner behaviour suspiciously and their tendency to approach the stranger only when the owner displayed positive emotions, can be best explained by social referencing. © 2020, The Author(s).","Cited By :3     Export Date: 17 May 2022     Correspondence Address: Salamon, A.; Department of Ethology, Hungary; email: dr.attila.salamon@gmail.com | RAYYAN-INCLUSION: {""Kelsey""=>""Included""}","10.1007/s10071-020-01401-3",NA,NA,"Dog–human interaction;Safe haven effect;Social referencing;animal;association;dog;human-animal bond;Animals;Bonding, Human-Pet;Cues;Dogs",2020,"Department of Ethology, Eötvös Loránd University, Budapest, Hungary     MTA-ELTE Comparative Ethology Research Group, Budapest, Hungary"
"61","rayyan-825284803","Pet dogs (Canis lupus familiaris) release their trapped and distressed owners: Individual variation and evidence of emotional contagion",NA,NA,"plos one","19326203",15,4,NA,"Bourg, J. van and Patterson, J. E. and Wynne, C. D. L.","https://search.ebscohost.com/login.aspx?direct=true&db=lah&AN=20203254059&site=ehost-live",NA,NA,"Domestic dogs have assisted humans for millennia. However, the extent to which these helpful behaviour are prosocially motivated remains unclear. To assess the propensity of pet dogs to actively rescue distressed humans without explicit training, this study tested whether sixty pet dogs would release their seemingly trapped owners from a large box. To examine the causal mechanisms that shaped this behaviour the readiness of each dog to open the box was tested in three conditions: (1) the owner sat in the box and called for help (distress test), (2) an experimenter placed high-value food rewards in the box (food test), and (3) the owner sat in the box and calmly read aloud (reading test). Dogs were as likely to release their distressed owner as to retrieve treats from inside the box, indicating that rescuing an owner may be a highly rewarding action for dogs. After accounting for opening ability, dogs released the owner more often when the owner called for help than when the owner read aloud calmly. In addition, opening latencies decreased with test number in the distress test but not the reading test. Thus, rescuing the owner could not be attributed solely to social facilitation, stimulus enhancement, or social contact-seeking behaviour Dogs displayed more stress behaviour in the distress test than in the reading test, and stress scores decreased with test number in the reading test but not in the distress test. This evidence of emotional contagion supports the hypothesis that rescuing the distressed owner was an empathetically-motivated prosocial behaviour Success in the food task and previous (in-home) experience opening objects were both strong predictors of releasing the owner. Thus, prosocial behaviour tests for dogs should control for physical ability and previous experience.","Email Address: jvanbour@asu.edu; Patterson, J. E. (author); Wynne, C. D. L. (author). Issue Info: 15, 4. Publication Date: 20200101. Note: 53 ref. Note: van Bourg, J. Document Type: Journal Article. Language: English. Subject Subsets: Index Veterinarius; Veterinary Bulletin; Animalscience Database; CAB Abstracts 1973-Current; Veterinary Medicine. Has References: 53 ref. Has References: van Bourg, J. | RAYYAN-INCLUSION: {""Kelsey""=>""Included"", ""l.c.blake""=>""Included""} | RAYYAN-LABELS: pass new rule",NA,NA,NA,"animal behavior;behavior;dogs;Canis;Canidae;Fissipeda;carnivores;mammals;vertebrates;Chordata;animals;eukaryotes;Pets and Companion Animals;LL070;Animal Behaviour;LL300;Social Psychology and Social Anthropology;UU485;Dogs;Emotions",2020,"Department of Psychology, Arizona State University, Tempe, Arizona, USA."
"62","rayyan-825284792","Separation-related behaviour indicates the effect of functional breed selection in dogs (Canis familiaris)",NA,NA,"applied animal behaviour science","01681591",222,NA,"104884","Pongrácz, P. and Gómez, S. A. and Lenkei, R.","https://search.ebscohost.com/login.aspx?direct=true&db=lah&AN=20203122491&site=ehost-live",NA,NA,"The domestication of dogs resulted in several fundamental behaviour changes as compared to their closest wild living relative, the wolf. While these characteristics are considered to be fairly robust across dogs, dog breeds themselves manifest apparently strong behaviour differences. Thus far the functional roots of breed-specific behaviour are still less understood and supported by empirical research. We hypothesized that historical selection for the level of working interaction intimacy with their handlers, may have resulted in the fundamental differences between the main working dog types and their behaviour reactions when separated from their owner. In our study, dogs from breeds that were originally selected for either cooperative or independent work tasks, were tested in a short outdoor separation test. We included dogs with and without owner-reported separation-related disorder (SRD) to both groups. We found that SRD-status and the breed type were in significant association with various stress related behaviour during separation from the owner. Dogs from cooperative working breeds with SRD barked more frequently, meanwhile barking was less prevalent in independent breeds and also in cooperative breeds without owner-reported SRD symptoms. General movement (showing the dogs' intention to follow or find the disappearing, then absent owner) was uniformly strongest in cooperative dogs with SRD. Whining appeared most frequently in dogs with SRD, regardless to the breed type. These are the first results that support a functional evolutionary framework behind the association of particular dog breeds with the extent of their stressful reactions to separation from their owner.","Email Address: peter.pongracz@ttk.elte.hu; Gómez, S. A. (author); Lenkei, R. (author). Issue Info: 222. Publication Date: 20200101. Note: 46. Number of Pages: 1. Document Type: Journal Article. Language: English. Subject Subsets: Veterinary Bulletin; Index Veterinarius; CAB Abstracts 1973-Current; Animalscience Database; Veterinary Medicine. Has References: 46. | RAYYAN-INCLUSION: {""Kelsey""=>""Included"", ""l.c.blake""=>""Included""} | RAYYAN-LABELS: pass new rule",NA,NA,NA,"abnormal behavior;animal behavior;animal breed;animal breeds;behavior;behavior problems;deviant behaviour;misbehaviour;misconduct;dogs;Canis;Canidae;Fissipeda;carnivores;mammals;vertebrates;Chordata;animals;eukaryotes;Pets and Companion Animals;LL070;Animal Behaviour;LL300;Non-Communicable Diseases and Injuries of Animals;LL860;Dogs;Breeding",2020,"Department of Ethology, Institute of Biology, Eötvös Loránd University, Pázmány Péter sétány 1/c, 1117 Budapest, Hungary."
"63","rayyan-875295641","Sex of walker influences scent-marking behavior of shelter dogs",NA,NA,"animals","20762615 (ISSN)",10,4,NA,"McGuire, B. and Fry, K. and Orantes, D. and Underkofler, L. and Parry, S.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083644830&doi=10.3390%2fani10040632&partnerID=40&md5=8d14bd0f8255f1d9c9a72ca55bc9e8c9","English",NA,"In diverse settings, human presence and handling influence the behaviour and physiology of other animals, often causing increased vigilance and stress, especially if the human is unfamiliar. Domestic dogs are unusual in that human interaction often reduces stress and behaviour signs of stress. Nevertheless, there is some evidence that the sex of an unfamiliar person can influence canine behaviour To determine whether sex of an unfamiliar walker might influence the behaviour of dogs at an animal shelter, we observed 100 dogs during leash walks and recorded all occurrences of scent-marking behaviour Male dogs urinated at higher rates when walked by unfamiliar women than when walked by unfamiliar men. Female dogs urinated at similar rates when walked by unfamiliar men and unfamiliar women. Sex of walker also influenced urinary posture in male dogs. Both male and female dogs were more likely to defecate when walked by unfamiliar women than when walked by unfamiliar men. Based on our findings, and those of others, we suggest that the sex of all observers and handlers be reported in behaviour studies of dogs and considered in behaviour evaluations at animal shelters, where results can impact whether or not a dog is made available for adoption. Interactions with humans influence the behaviour and physiology of other animals, and the response can vary with sex and familiarity. Dogs in animal shelters face challenging conditions and although contact with humans typically reduces stress and behaviour associated with stress, evidence indicates that shelter dogs react differently to unfamiliar men and women. Given that some aspects of canine scent-marking behaviour change under fearful conditions, we examined whether sex of an unfamiliar walker would influence scent-marking behaviour of 100 shelter dogs during leash walks. Male dogs urinated at higher rates when walked by unfamiliar women than when walked by unfamiliar men; female dogs urinated at similar rates when walked by unfamiliar women and unfamiliar men. Sex of walker influenced urinary posture in male dogs, but not in female dogs. Both male and female dogs were more likely to defecate when walked by unfamiliar women than by unfamiliar men. Based on our findings that shelter dogs behaviour differently in the presence of unfamiliar men and women, we suggest that researchers conducting behaviour studies of dogs record, consider in analyses, and report the sex of observers and handlers as standard practice. We also recommend recording the sex of shelter staff present at behaviour evaluations because the results of these evaluations can impact dog welfare. © 2020 by the authors. Licensee MDPI, Basel, Switzerland.","Cited By :5     Export Date: 17 May 2022     Correspondence Address: McGuire, B.; Department of Ecology and Evolutionary Biology, United States; email: bam65@cornell.edu | RAYYAN-INCLUSION: {""Kelsey""=>""Included""}","10.3390/ani10040632",NA,NA,"Animal shelter;Defecation;Dog;Ground scratching;Human-animal interactions;Scent marking;Urinary posture;Urination;adult;animal behavior;animal care;animal experiment;animal housing;Article;behavior change;blood cell count;body position;controlled study;female;male;micturition;nonhuman;odor;scent marking behavior;scratching;sex;stress;Dogs",2020,"Department of Ecology and Evolutionary Biology, Cornell University, Ithaca, NY 14853, United States     143 Carter Creek Road, Newfield, NY 14867, United States     Cornell Statistical Consulting Unit, Cornell University, Ithaca, NY 14853, United States"
"64","rayyan-875295577","Teenage dogs? Evidence for adolescent-phase conflict behaviour and an association between attachment to humans and pubertal timing in the domestic dog",NA,NA,"biology letters","17449561 (ISSN)",16,5,NA,"Asher, L. and England, G. C. W. and Sommerville, R. and Harvey, N. D.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084559887&doi=10.1098%2frsbl.2020.0097&partnerID=40&md5=281b646929c112cbf1582903901ba4ac","English",NA,"The relationship between parent and child changes around adolescence, with children believed to have: (i) an earlier puberty if they have less secure attachments to their carer; (ii) a phase of increased conflict behaviour toward their carer; and (iii) heightened conflict behaviour when carer attachments are less secure. We find support for analogous associations in adolescent dogs based on behaviour and reproductive timing of potential guide dogs. Bitches with behaviour indicative of insecure attachments preadolescence became reproductively capable earlier. Providing the first empirical evidence to our knowledge in support of adolescent-phase behaviour in dogs, we found a passing phase of carer-specific conflict-like behaviour during adolescence (reduced trainability and responsiveness to commands), an effect that was more pronounced in dogs with behaviour indicative of less secure attachments. These results indicate a possibility for cross-species influence on reproductive development and highlight adolescence as a vulnerable time for dog–owner relationships. © 2020 The Authors. Published by the Royal Society under the terms of the Creative Commons Attribution License http://creativecommons.org/licenses/by/4.0/, which permits unrestricted use, provided the original author and source are credited.","Cited By :10     Export Date: 17 May 2022     Correspondence Address: Asher, L.; Centre for Behaviour and Evolution, United Kingdom; email: lucy.asher@ncl.ac.uk | RAYYAN-INCLUSION: {""Kelsey""=>""Included""}","10.1098/rsbl.2020.0097",NA,NA,"Adolescence;Attachment;Dog;Human–animal interaction;Puberty;Sensitive period;age structure;canid;child development;domestic species;human behavior;social conflict;Animalia;Canidae;Canis familiaris;animal;child;human;Animals;Dogs;Humans;Humanities;Humanism;Adolescent",2020,"Centre for Behaviour and Evolution, School of Natural and Environmental Sciences, Newcastle University, Agriculture Building, Newcastle, NE1 7RU, United Kingdom     School of Veterinary Medicine and Science, University of Nottingham, Sutton Bonington Campus, Leicestershire, LE12 5RD, United Kingdom     Royal (Dick) School of Veterinary Studies, University of Edinburgh, Easter Bush Campus, Bush Farm Road, Edinburgh, Midlothian, EH25 9RG, United Kingdom     Behaviour by Becca, Lexington Building, Bow Quarter, London, E3 2UF, United Kingdom"
"65","rayyan-825284642","Therapy Dogs' and Handlers' Behavior and Salivary Cortisol During Initial Visits in a Complex Medical Institution: A Pilot Study",NA,NA,"frontiers in veterinary science","2297-1769",7,NA,"564201-564201","Clark, Stephanie D. and Smidt, Jessica M. and Bauer, Brent A.","https://www.proquest.com/docview/2467843693?accountid=12753&bdid=17177&_bd=0MmaLBeK7d3tRFI4mzX9iL%2B791A%3D",NA,NA,"Therapy dogs provide health benefits for individuals who suffer from illnesses, such as dementia, depression, loneliness, and aggression. Therapy dogs' impact on human health has been thoroughly studied; however, studies on dog welfare have been limited. Additionally, as dogs have evolved with humans, they have learned to read non-verbal social cues. Dogs can read humans' non-verbal body language and can react to their emotions. However, the body language of dogs is poorly understood and can lead to dog owner-directed aggression. Communication plays a vital role to be a cohesive therapy team. The purpose of this study was to assess perceived stress and cortisol concentrations in therapy dogs and their handlers during the first three visits in a hospital setting. Moreover, the study aimed to investigate whether, while in an overstimulating environment, a therapy dog handler can observe his or her dog's body language and correlate such observations to the dog's stress. Nine therapy dog teams from Mayo Clinic's Caring Canine Program participated in this study. A baseline salivary cortisol was collected from the handler and therapy dog each day of the visits. Once the team arrived, a pre-visit salivary cortisol was collected from the handler and therapy dog and, afterward, a post-visit salivary cortisol. Handlers were also asked to fill out a perceived stress survey on their own stress and that of their therapy dogs'. behaviour was documented by a staff member and the handler. For each visit, the therapy dogs were at the hospital on average 47 min and visited with nine people. There was significant correlation (P = 0.02) between the owner's perceived stress of his or her therapy dog and the dog's salivary cortisol concentrations. The handlers noted medium to high stress, and those dogs had higher cortisol concentrations post-visit. There was no significant difference in salivary cortisol for the handler and therapy dog over the course of the three visits and comparing pre- and post-visit. Overall, the dogs displayed mixed behaviour with the three most reported being panting, lip licking, and yawning. However, salivary cortisol results suggest that the handlers and therapy dogs maintained their welfare state throughout the visits.","564201 | RAYYAN-INCLUSION: {""Kelsey""=>""Included"", ""l.c.blake""=>""Included""} | RAYYAN-LABELS: pass new rule",NA,NA,NA,"Dogs;Hydrocortisone;Pilot Projects",2020,"Division of General Internal Medicine, Section of Integrative Medicine and Health, Mayo Clinic, Rochester, MN, United States."
"66","rayyan-875292216","Who Is Pulling the Leash? Effects of Human Gender and Dog Sex on Human–Dog Dyads When Walking On-Leash",NA,NA,"animals","20762615",10,10,"1894","Hao-Yu, Shih and Paterson, Mandy B. A. and Georgiou, Fillipe and Pachana, Nancy A. and Phillips, Clive J. C.","https://www.proquest.com/docview/2545927773?accountid=12753&bdid=17177&_bd=457hr97K8CZvPPFZezjciE9rr5Q%3D",NA,NA,"Simple SummaryThe gender of humans and the sex of dogs influence human–dog interactions. This study investigated human–dog interactions when volunteers take shelter dogs for an on-leash walk, using video recording and a canine leash tension meter. Male dogs tended to pull more frequently and created higher leash tensions than female dogs. Dogs displayed more stress related behaviour when interacting with men than women, with the signs including spending less time holding the tail in a high position, and more frequent gazing and lip-licking behaviour Finally, during the walk, there was a greater pre-disposition in women to use verbal commands and language typically associated with talking to babies, while men were more inclined to have physical contact with the dogs. These results may be used to match shelter dogs with appropriate men and women volunteers for dog walking exercise, and to improve potential socialisation of the dogs before rehoming.AbstractPrevious studies have indicated that human gender and canine sex influences human–dog interactions. However, the majority of studies have considered the interaction when dogs were off-leash and the behaviour interactions when dogs are walked on a leash have not been addressed. This study investigated human–dog interactions when shelter volunteers take shelter dogs for an on-leash walk. Video records were made of 370 walks, involving 74 volunteers and 111 shelter dogs, and a leash tension meter was used to determine the pull strength of dogs and walkers. Human gender and canine sex had dyadic effects during the walk. Male dogs tended to pull more frequently and created increased leash tensions. Dogs displayed more stress related behaviour when interacting with men than women, with the signs being spending less time holding the tail in the high position, and more frequent gazing and lip-licking behaviour Finally, there was a greater pre-disposition in women to use verbal commands, and language typically used with babies, while men were more inclined to have physical contact with dogs. This study’s results may be used to match shelter dogs with appropriate men and women volunteers for walking exercise of the dog, and to improve potential dog socialisation efforts by shelters.","RAYYAN-INCLUSION: {""Kelsey""=>""Included""}",NA,NA,NA,"Humanities;Humanism;Humans;Dogs",2020,"Centre for Animal Welfare and Ethics, University of Queensland, White House Building (8134), Gatton Campus, Gatton, QLD 4343, Australia; mpaterson@rspcaqld.org.au (M.B.A.P.); clive.phillips58@outlook.com (C.J.C.P.).  Centre for Animal Welfare and Ethics, University of Queensland, White House Building (8134), Gatton Campus, Gatton, QLD 4343, Australia; mpaterson@rspcaqld.org.au (M.B.A.P.); clive.phillips58@outlook.com (C.J.C.P.); Royal Society for the Prevention of Cruelty to Animals Queensland, Brisbane, QLD 4076, Australia. School of Mathematical and Physical Sciences, University of Newcastle, University Drive, Callaghan, NSW 2308, Australia; fillipegeorgiou@hotmail.com. School of Psychology, University of Queensland, Brisbane, QLD 4072, Australia; n.pachana@psy.uq.edu.au"
"67","rayyan-875295659","A behavioral study of stray dogs in temples in Nakhon Ratchasima municipality, Thailand",NA,NA,"thai journal of veterinary medicine","01256491 (ISSN)",49,4,"421-425","Huo, X. and Kumroptanasan, P. and Na-Lampang, P.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085664137&partnerID=40&md5=f574872a5315a5c6ee2dfc8ed520babc","English",NA,"The aim of this study was to investigate the reactions of stray dogs in temples to strangers by means of a stranger-approach test. behaviour data of temples dogs was collected from 5 temples from September to November 2018. The dogs’ behaviour social condition (alone, in pairs and with &gt;3 dogs), reaction distances (0-2m, 2-5m and &gt;5) and reaction behaviour neutral, avoidance, aggressive, vocalization, approach and tail movements were all observed. All the reaction behaviour recorded was the dogs’ initial reactions. After the 1st stranger-approach test, which was conducted in the 1st week, the observer tried to get the dogs used to him by feeding and grooming them once per week for 3 weeks. Then the 2nd stranger-approach test was conducted in the 4th week. The results showed that 40 dogs were observed in the 1st week’s observation and 43 dogs in the 4th week’s observation. More than 60% of the dogs were alone and more than 50% of the dogs were lying down before the test. The dogs’ reactions in the 4th week were significantly different from those in the 1st week (P&lt;0.05). In the 4th week, the number of dogs that reacted neutrally and approached the researcher increased and conversely, the number that avoided contact and barked decreased. The tail movements showed a significant difference between the 1st week and 4th week of observation (P&lt;0.05). In the 4th week, the number of dogs which reacted and vocalized decreased significantly (P&lt;0.05). More than 69.2% of the dogs reacted to the observer at a distance of &gt;5m, however, there was only a marginally significant difference between the 1st and 4th week of observation (P=0.06). In conclusion, the reaction of the dogs was affected by their familiarity with the people who approached them. This is the first study of the reaction of stray dogs in temples to people in Thailand. Therefore, further research on stray dogs using the stranger-approach test is necessary. © 2019 Chulalongkorn University Printing House. All rights reserved.","Export Date: 17 May 2022     Correspondence Address: Huo, X.; Veterinary Technology Program, Thailand; email: xin.h@nrru.ac.th | RAYYAN-INCLUSION: {""Kelsey""=>""Included""}",NA,NA,NA,"Behavior;Reaction;Stray dog;Temple;animal experiment;article;avoidance behavior;controlled study;feeding;grooming;male;nonhuman;social status;Thailand;vocalization;Dogs",2019,"Veterinary Technology Program, Faculty of Science and Technology, Nakhon Ratchasima Rajabhat University, Nakhon Ratchasima, 30000, Thailand     Surindra Rajabhat University, Surin, 32000, Thailand"
"68","rayyan-875292384","Carrots versus sticks: The relationship between training methods and dog-owner attachment",7,26,"applied animal behaviour science","0168-1591",NA,NA,NA,"Vieira de Castro, Ana Catarina and Barrett, Jennifer and de Sousa, Liliana and Olsson, I. Anna S.","https://www.proquest.com/docview/2305230138?accountid=12753&bdid=17177&_bd=qtfpPejmCjSTLnKntuoq49M2cpQ%3D",NA,NA,"The use of aversive-based training methods has been suggested to negatively affect dog-human attachment. However, the scientific evidence for this claim is relatively limited. Previous studies relied upon owner reports of training methods or on potentially confounded measures of attachment (e.g., eye gaze). The aim of the present study was to comprehensively and objectively investigate the relationship between aversive- and reward-based training methods and dog-owner attachment. Companion dogs (n = 34) recruited from 6 different dog training schools (3 reward-based and 3 aversive-based) were given a counterbalanced version of the Ainsworth Strange Situation Test. The presence and absence of the owner and a stranger in a room with the dog was manipulated over different episodes. Dogs’ behaviour was then analyzed for attachment-related behaviour contact-maintenance, separation-distress and secure-base effect, as well as following upon separation and greeting upon reunion. Results showed no significant differences between groups for contact-maintenance and separation distress behaviour However, dogs trained with reward-based methods, but not dogs trained with aversive-based methods, played more in the presence of the owner than in the presence of the stranger, and they also followed and greeted the owner more than the stranger, although these differences were found for only one procedure order. Our study is the first to investigate the relationship between training methods and attachment using a standard and well-validated method for the assessment of dog-owner attachment.","RAYYAN-INCLUSION: {""Kelsey""=>""Included""}",NA,NA,NA,"Dogs;Daucus carota",2019,"IBMC � Instituto de Biologia Molecular e Celular, Universidade do Porto, Rua Alfredo Allen, 208, 4200-135 Porto, Portugal. , IBMC � Instituto de Biologia Molecular e Celular, Universidade do Porto, Rua Alfredo Allen, 208, 4200-135 Porto, Portugal."
"69","rayyan-875297328","Conceptual Replication of Canine Serum Oxytocin Increase Following a Positive Dog-human Interaction",5,NA,"revista de chimie","0034-7752",70,5,"1579-1581","Hritcu, L. D. and Horhogea, C. and Ciobica, A. and Spataru, M. C. and Spataru, C. and Kiss, A.",NA,NA,NA,"The neurohormone oxytocin is known to exert a special function in the regulation of social relationships throughout vertebrate taxa. Recently it has been discovered that not only within-species, but cases, between-species social bonds are also mediated by the same hormone, e.g. in case of the dog-human relationship. However, despite the exponential growth of findings at the behaviour level, there are still a lot of controversies on the biochemical assessment of oxytocin in canine samples. Thus, in the current study we replicate previous findings of canine serum oxytocin increase following a positive dog-human interaction. We provide a detailed description of both the immunoassay method used as well as the behaviour protocol (including crucial time-parameters). This will serve as a base for further studies that both our group as well as others in the field will conduct.","7 | RAYYAN-INCLUSION: {""Kelsey""=>""Included""}",NA,NA,NA,"oxytocin;neurohormone;social behaviour;dog;BEHAVIOR;Humanities;Humanism;Humans;Dogs;Oxytocin;MSH Release-Inhibiting Hormone",2019,"[Hritcu, Luminita Diana; Horhogea, Cristina; Spataru, Mihaela Claudia; Spataru, Constatin] Ion Ionescu de la Brad Univ Agr Sci & Vet Med, 3 Sadoveanu Alley, Iasi 700490, Romania. [Ciobica, Alin] Alexandru Ioan Cuza Univ, Fac Biol, Dept Res, 11 Carol I Blvd, Iasi 700506, Romania. [Ciobica, Alin] Acad Romanian Scientists, 54 Splaiul Independentei St, Bucharest 050094, Romania. [Ciobica, Alin] Romanian Acad, Ctr Biomed Res, 8 Carol I Blvd, Iasi 700506, Romania. [Kiss, Anna] Hungarian Acad Sci, Inst Cognit Neurosci & Psychol, 2 Magyar Tudosok Korutja St, H-1117 Budapest, Hungary.     Horhogea, C (corresponding author), Ion Ionescu de la Brad Univ Agr Sci & Vet Med, 3 Sadoveanu Alley, Iasi 700490, Romania.     rebegeacristina@yahoo.com"
